Year;Fecha;Fase_geo;Banco;UGT_geo;SPI;UCS_MPA;RQD;TOTAL_MASS;M;M1;M2;M3;M4;M5;M7;M8;F80;AXB;UE_AXB;Fase_cat;MES_A_O;Fecha_de_tronadura;Fecha_Fotos;Fase_tron;Mallas_Tron;Malla_Med;Tipo_de_tronadura;Tipo_Material;Dominio_Estructural;Di_metro;BxS;Tiempo_entre_Pozos_Filas_ms;UGT_tron;Fc;Tipo_Explosivo;Taco_Gravilla_Aire;Comentarios;Pala_Cargador;Nro_Fotos;_1_1_4_In;P20;P50;P80;P100;Este;Norte;Cota;ton_por_hora;Burden;Espaciamiento;year;is_F9_or_F7;fc1;fc2;FC;tpozos_ms;tfilas_ms;taco;gravilla;aire;Fecha_tron_pri_prod;taco_gravilla;taco_intermedio;taco_aire;BxS_2;Taco_str;BxS_gravilla;BxS_gravilla_intermedio;BxS_cat;BxS_Taco
2022;21-03-2022;F9SE;3230;UGT-12;58.7459297;82.8565292;62.1;1648.734943;M1;1648.734943;0;0;0;0;0;0;91.868366;51.2787552;1;F9;01-03-2022 0:00;16-03-2022;21-03-2022;F9SE;11-A;11;Producción;Secundario;Norte;12.25;12.0x13.5;3-175;UGT-3;264;Vertex 950;6 / 0;nan;PH10;7;;0.55;1.77;3.96;15.2;59698;90136;3230;8891;;;2022;Sí;264;264;264;3;175;6;;0;;6;;0;;6.0/0.0;12.0x13.5/6.0;12.0x13.5/6.0int:0;12.0x13.5;12.0x13.5 - 6.0/0.0
2022;21-03-2022;F9SE;3200;UGT-12;45.0805779;61.0291557;72.7;170.8819309;M2;0;170.8819309;0;0;0;0;0;103.010439;57.619606;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;21-03-2022;F9SE;3230;UGT-8;59.605854;82.4505005;72.7;4769.429395;M1;4769.429395;0;0;0;0;0;0;98.494945;52.1081123;1;F9;01-03-2022 0:00;16-03-2022;21-03-2022;F9SE;11-A;11;Producción;Secundario;Norte;12.25;12.0x13.5;3-175;UGT-3;264;Vertex 950;6 / 0;nan;PH10;7;;0.55;1.77;3.96;15.2;59698;90136;3230;8891;;;2022;Sí;264;264;264;3;175;6;;0;;6;;0;;6.0/0.0;12.0x13.5/6.0;12.0x13.5/6.0int:0;12.0x13.5;12.0x13.5 - 6.0/0.0
2022;21-03-2022;F9SE;3200;UGT-12;45.9208031;59.4309387;72.7;18.057431;M2;0;18.057431;0;0;0;0;0;102.980645;61.5550537;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;21-03-2022;F9SE;3200;UGT-3;45.8207306;63.2696058;72.7;4574.975895;M2;0;4574.975895;0;0;0;0;0;103.007265;58.0345121;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;21-03-2022;F9SE;3200;UGT-12;36.0121307;61.0329132;72.7;193.3323855;M1;193.3323855;0;0;0;0;0;0;98.475944;52.2260017;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;21-03-2022;F9SE;3200;UGT-3;36.0719039;63.303651;72.7;8826.792379;M1;8826.792379;0;0;0;0;0;0;98.3345592;53.1223209;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;21-03-2022;F9SE;3200;UGT-1;36.8958807;61.2108104;88.8690063;13506.88404;M1;13506.88404;0;0;0;0;0;0;108.6571104;53.0863697;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;21-03-2022;F9SE;3200;UGT-12;38.7158766;66.7860069;72.7;710.0613748;M1;710.0613748;0;0;0;0;0;0;97.8522794;56.433851;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;21-03-2022;F9SE;3200;UGT-3;37.7076037;63.5857857;72.7;9715.579457;M1;9715.579457;0;0;0;0;0;0;98.1066769;54.6566568;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;21-03-2022;F10N;3170;UGT-1;86.8570501;113.7929339;98.2452535;46370.89977;M4;0;0;0;46370.89977;0;0;0;105.4908319;32.4410537;34;F10;01-04-2022 0:00;19-03-2022;04-04-2022;F10N;08-14-A;8;Producción;Primario;Norte;12.25;6.5x8.0;ene-59;UGT-1;517;Vertex 950;3.5 + 2.0 / 0;nan;PH07;7;;0.51;1.93;5.35;25.28;59358;91398;3170;9047;6.5;8;2022;No;517;517;517;1;59;3.5;2;0;19-03-2022;3.5;2;0;;3.5+2.0/0.0;6.5x8.0/3.5;6.5x8.0/3.5int:2.0;6.5x8.0;6.5x8.0 - 3.5+2.0/0.0
2022;21-03-2022;F9SE;3200;UGT-3;45.0173855;62.799292;72.7;13930.2294;M2;0;13930.2294;0;0;0;0;0;103.0274976;55.6138247;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
