Year,Fecha,Fase_geo,Banco,UGT_geo,SPI,UCS_MPA,RQD,TOTAL_MASS,M,M1,M2,M3,M4,M5,M7,M8,F80,AXB,UE_AXB,Fase_cat,MES_A_O,Fecha_de_tronadura,Fecha_Fotos,Fase_tron,Mallas_Tron,Malla_Med,Tipo_de_tronadura,Tipo_Material,Dominio_Estructural,Di_metro,BxS,Tiempo_entre_Pozos_Filas_ms,UGT_tron,Fc,Tipo_Explosivo,Taco_Gravilla_Aire,Comentarios,Pala_Cargador,Nro_Fotos,_1_1_4_In,P20,P50,P80,P100,Este,Norte,Cota,ton_por_hora,Burden,Espaciamiento,year,is_F9_or_F7,fc1,fc2,FC,tpozos_ms,tfilas_ms,taco,gravilla,aire,Fecha_tron_pri_prod,taco_gravilla,taco_intermedio,taco_aire,BxS_2,Taco_str,BxS_gravilla,BxS_gravilla_intermedio,BxS_cat,BxS_Taco
2019,2019-08-12,F10N,3380,UGT-6,77.5360826,83.0,90.0300472,663.2125877,M8,0.0,0.0,0.0,0.0,0.0,0.0,663.2125877,112.236652,39.5934475,1,F10,JUL2019,2019-07-05,2019-07-28,F10N,06-A,6.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-6,181,Vertex 950,nan,nan,PH10,7.0,,1.1417329,2.2440957,3.8582698,7.0472479,59361.0,91641.0,3380.0,12464.0,9.0,18.0,2019.0,No,181.0,181.0,181.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-12,80.4138229,83.0,49.8,15953.8862097,M8,0.0,0.0,0.0,0.0,0.0,0.0,15953.8862097,86.7872954,38.8732239,1,F10,JUL2019,2019-07-05,2019-07-28,F10N,06-A,6.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-6,181,Vertex 950,nan,nan,PH10,7.0,,1.1417329,2.2440957,3.8582698,7.0472479,59361.0,91641.0,3380.0,12464.0,9.0,18.0,2019.0,No,181.0,181.0,181.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-6,59.9434665,87.3914981,90.1108647,16796.8030232,M2,0.0,16796.8030232,0.0,0.0,0.0,0.0,0.0,117.1323386,44.3981925,2,F10,AGO2019,2019-07-05,2019-08-04,F10N,05-A,5.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-3,194,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.7637821,11.023628,59417.0,91699.0,3380.0,14886.0,9.0,18.0,2019.0,No,194.0,194.0,194.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-3,56.8221169,87.4507751,63.173122,149.2946479,M2,0.0,149.2946479,0.0,0.0,0.0,0.0,0.0,95.436834,49.5449066,2,F10,AGO2019,2019-07-05,2019-08-04,F10N,05-A,5.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-3,194,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.7637821,11.023628,59417.0,91699.0,3380.0,14886.0,9.0,18.0,2019.0,No,194.0,194.0,194.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-12,76.6697915,87.7364738,61.2,6445.1251917,M2,0.0,6445.1251917,0.0,0.0,0.0,0.0,0.0,86.2042656,38.6906087,34,F10,AGO2019,2019-07-05,2019-08-04,F10N,05-A,5.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-3,194,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.7637821,11.023628,59417.0,91699.0,3380.0,14886.0,9.0,18.0,2019.0,No,194.0,194.0,194.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-6,74.9827046,87.6317862,87.8042735,2835.5590977,M2,0.0,2835.5590977,0.0,0.0,0.0,0.0,0.0,97.6059224,39.0995111,34,F10,AGO2019,2019-07-05,2019-08-04,F10N,05-A,5.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-3,194,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.7637821,11.023628,59417.0,91699.0,3380.0,14886.0,9.0,18.0,2019.0,No,194.0,194.0,194.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-12,65.4123567,87.7887915,61.2,804.3284309,M2,0.0,804.3284309,0.0,0.0,0.0,0.0,0.0,94.0255441,37.8098082,2,F10,AGO2019,2019-07-05,2019-08-04,F10N,05-A,5.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-3,194,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.7637821,11.023628,59417.0,91699.0,3380.0,14886.0,9.0,18.0,2019.0,No,194.0,194.0,194.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-6,59.5940975,87.5686339,89.5135491,29479.5137188,M2,0.0,29479.5137188,0.0,0.0,0.0,0.0,0.0,116.6757005,42.8802123,2,F10,AGO2019,2019-07-05,2019-08-04,F10N,05-A,5.0,Producción,Secundario,Norte,12.25,9.0x18.0,7-70,UGT-3,194,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.7637821,11.023628,59417.0,91699.0,3380.0,14886.0,9.0,18.0,2019.0,No,194.0,194.0,194.0,7.0,70.0,,,,,,,,,,,,9.0x18.0,9.0x18.0
2019,2019-08-12,F10N,3380,UGT-3,82.773704,72.7939965,81.5783941,6396.9254045,M1,6396.9254045,0.0,0.0,0.0,0.0,0.0,0.0,107.6844484,36.8722211,1,F10,AGO2019,2019-08-08,2019-08-20,F10N,01-03-A,3.0,Producción,Secundario,Norte,12.25,13.0x14.0,5-168,UGT-3,227,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.9212625,8.5826818,59072.0,91365.0,3380.0,12148.0,13.0,14.0,2019.0,No,227.0,227.0,227.0,5.0,168.0,,,,,,,,,,,,13.0x14.0,13.0x14.0
2019,2019-08-12,F10N,3380,UGT-3,82.3048737,73.6962005,82.6408054,84052.7756206,M1,84052.7756206,0.0,0.0,0.0,0.0,0.0,0.0,107.4897996,39.732105,1,F10,AGO2019,2019-08-08,2019-08-20,F10N,01-03-A,3.0,Producción,Secundario,Norte,12.25,13.0x14.0,5-168,UGT-3,227,Vertex 950,nan,nan,PH10,7.0,,1.3385834,2.9527575,4.9212625,8.5826818,59072.0,91365.0,3380.0,12148.0,13.0,14.0,2019.0,No,227.0,227.0,227.0,5.0,168.0,,,,,,,,,,,,13.0x14.0,13.0x14.0
